participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
124,1,0,58,34,20,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,0,-1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,1,0,,,,,,-1,,,1,-1,1,,,,,,,,0,,1,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1,0,58,41,17,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,,1,1,,,,,,1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,0,1,59,21,26,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,0,-1,1,1,1,1,-1,-1,-1,1,0,-1,-1,0,0,0,0,-1,0,1,1,1,-1,-1,-1,0,1,,,,1,,,,0,-1,,,,,,1,,,-1,1,-1,,,,,,,,0,,-1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1,0,58,28,23,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-1,1,1,1,,,,1,,,,0,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1,0,17,9,8,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,0,0,58,21,35,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,0,-1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,,,,-1,,,,-1,-1,,,,,,1,,,-1,-1,1,,,,,,,,-1,,1,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1,0,58,29,21,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,0,-1,-1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,1,-1,-1,1,0,0,1,,,,1,,,,1,-1,,,,,,-1,,,1,0,1,,,,,,,,-1,,1,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1,0,7,2,5,-1,,,1,1,,,,-1,-1,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1,0,58,33,25,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,,,,1,,,,1,-1,,,,,,-1,,,1,1,1,,,,,,,,-1,,-1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1,0,16,3,2,0,0,0,-1,1,0,,1,0,,0,,0,0,-1,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1,0,38,19,18,-1,1,0,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,,-1,,,,-1,,-1,1,1,-1,-1,,1,,,,1,,1,1,-1,,,,1,1,,1,1,1,1,,,,,,,,-1,,,,,,,,,,,,1,,,,,,,,-1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,0,6,1,5,-1,,-1,,,,-1,,1,,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1,0,58,29,17,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,-1,0,0,-1,1,-1,1,0,1,1,0,-1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,,,,1,,,,0,0,,,,,,0,,,0,1,1,,,,,,,,0,,1,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1,0,58,34,24,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,,,,1,,,,1,1,,,,,,1,,,1,-1,1,,,,,,,,1,,-1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1,0,58,29,20,-1,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,0,0,-1,1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,0,-1,1,,,,,,,,-1,,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1,0,58,32,24,1,-1,-1,1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,-1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,1,1,,,,,,,,-1,,-1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1,0,59,25,26,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,1,0,-1,1,-1,-1,1,-1,1,1,1,-1,-1,1,1,0,1,1,1,0,1,-1,1,1,-1,0,1,0,,,,-1,,,,-1,-1,,,,,,-1,,,1,0,1,,,,,,,,0,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,0,0,59,31,28,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,,,,1,,,,-1,-1,,,,,,-1,,,-1,1,1,,,,,,,,-1,,-1,,,1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1,0,59,32,27,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,1,,,1,-1,1,,,,,,,,-1,,-1,,,-1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1,2,49,23,20,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,,,,,-1,-1,1,0,-1,-1,1,-1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,,,-1,-1,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,0,1,,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0,0,59,16,43,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,,,,-1,,,,-1,-1,,,,,,-1,,,1,-1,-1,,,,,,,,1,,-1,,,-1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,0,5,64,33,31,-1,1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,,,,-1,,,,1,-1,,,,,,1,,,1,1,-1,,,,,,,,-1,,1,,,-1,-1,,1,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0,0,59,24,25,-1,-1,1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1,0,-1,1,1,1,1,1,1,0,1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,1,0,-1,1,1,-1,1,0,0,0,,,,-1,,,,-1,0,,,,,,1,,,1,1,-1,,,,,,,,0,,-1,,,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1,0,59,27,24,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,-1,1,1,1,0,1,1,-1,1,1,1,1,0,0,1,-1,1,1,,,,1,,,,1,0,,,,,,-1,,,0,-1,1,,,,,,,,1,,1,,,1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1,0,36,14,15,-1,1,-1,1,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,,,,,,,-1,1,1,1,,,0,-1,0,0,1,,0,1,-1,1,,,,-1,-1,,0,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1,0,59,25,22,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,0,-1,-1,-1,-1,-1,-1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,,,,1,,,,-1,-1,,,,,,0,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1,0,59,30,14,-1,1,1,-1,1,-1,-1,0,0,0,-1,-1,1,1,1,1,1,-1,0,0,-1,1,1,-1,1,-1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,-1,1,1,,,,0,,,,-1,0,,,,,,0,,,0,0,1,,,,,,,,0,,1,,,-1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1,0,59,27,21,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,0,0,-1,0,-1,-1,-1,1,-1,0,1,1,1,0,0,1,1,1,-1,1,1,0,1,1,1,1,1,0,1,0,0,1,,,,1,,,,1,-1,,,,,,1,,,1,-1,1,,,,,,,,1,,-1,,,0,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1,0,59,28,29,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,-1,-1,1,,,,,,,,-1,,1,,,1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,0,0,59,29,26,-1,1,1,-1,1,1,-1,1,-1,0,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,1,1,,,,-1,,,,1,1,,,,,,-1,,,1,-1,-1,,,,,,,,1,,1,,,1,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1,0,59,33,26,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0,0,37,11,26,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,,1,,,,1,,-1,1,,-1,,1,-1,-1,,-1,-1,-1,,-1,-1,-1,,1,-1,1,,-1,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1,0,11,4,7,-1,1,-1,1,-1,-1,-1,1,-1,,,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1,0,59,24,32,1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,0,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,0,1,1,-1,1,,,,-1,,,,-1,-1,,,,,,-1,,,-1,1,-1,,,,,,,,-1,,-1,,,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,1,0,59,30,20,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,0,0,1,0,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,,,,0,,,,1,-1,,,,,,0,,,1,0,1,,,,,,,,-1,,1,,,0,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,0,1,0,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1,0,38,18,13,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,,,,,0,0,1,,0,1,1,1,0,1,1,,,0,0,-1,,0,1,1,,,1,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,1,0,59,30,15,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,,,,1,,,,1,0,,,,,,0,,,1,1,1,,,,,,,,-1,,0,,,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,1,0,42,25,14,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,,,,,,,-1,1,1,1,,1,1,0,,1,1,,1,1,1,,,1,1,1,,,0,1,1,,,,1,,,,1,,,,,,,0,,,-1,-1,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1,0,51,17,23,-1,1,-1,-1,0,0,-1,1,0,0,0,-1,-1,1,-1,-1,,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,1,1,0,1,1,0,1,-1,1,1,1,1,-1,-1,,,1,0,,,,,-1,,,,-1,,,,,,,-1,,,-1,,1,,,,,,,,,,1,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1,1,60,26,24,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,,,,1,,,,1,-1,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,0,1,,-1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,0,4,3,1,1,-1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1,0,59,25,27,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,0,-1,1,1,1,1,-1,-1,1,1,1,1,,,,0,,,,0,-1,,,,,,1,,,0,-1,1,,,,,,,,-1,,0,,,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1,0,66,41,21,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,0,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,,,,1,,,,1,-1,,,,,,1,,,1,-1,1,,,,,,,,-1,,-1,,,1,1,,1,-1,1,,1,-1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1,0,17,5,11,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1,0,66,23,32,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,-1,-1,-1,1,1,1,,,,-1,,,,0,-1,,,,,,-1,,,-1,-1,1,,,,,,,,-1,,1,,,-1,1,,0,-1,1,,0,1,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,1,0,66,38,26,-1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,,,,1,,,,1,0,,,,,,-1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,-1,0,1,,1,1,1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,1,7,73,42,29,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,0,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,,,,1,,,,1,-1,,,,,,0,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,1,-1,1,,1,1,1,-1,-1,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1,0,66,36,24,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,-1,1,1,1,1,1,1,1,1,1,0,-1,1,1,1,0,1,1,1,1,1,,,,-1,,,,1,-1,,,,,,0,,,1,1,1,,,,,,,,-1,,1,,,0,1,,-1,-1,1,,1,1,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1,0,84,44,29,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,,,,-1,,,,0,-1,,,,,,-1,,,0,1,1,,,,,,,,-1,,1,,,1,1,,-1,-1,1,,1,-1,0,-1,1,,0,,,1,1,1,0,1,0,1,1,,,1,,1,,1,,,0,,,,,,,,0,0,,1,0,,,1,,,,,,,,,,,,,,,,,,,,
185,1,0,17,4,12,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1,0,66,33,27,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,,,,0,,,,-1,-1,,,,,,1,,,1,-1,1,,,,,,,,-1,,1,,,1,1,,-1,1,1,,0,-1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0,1,67,41,22,-1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,0,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,,,,-1,,,,1,-1,,,,,,1,,,1,1,1,,,,,,,,-1,,1,,,0,1,,1,0,-1,,1,-1,0,-1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1,0,66,33,30,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,,,,1,,,,1,-1,,,,,,-1,,,-1,-1,1,,,,,,,,-1,,1,,,0,1,,-1,-1,-1,,1,-1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1,0,66,38,25,-1,1,-1,-1,1,1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,,,,1,,,,0,-1,,,,,,-1,,,-1,0,1,,,,,,,,-1,,1,,,1,1,,1,-1,-1,,1,1,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1,0,46,11,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,,,0,,1,-1,,-1,1,0,,1,,0,1,,,,1,1,1,0,0,0,,1,0,-1,0,,,,0,,,,0,,,,,,,,,,,0,1,,,,,,,,-1,,,,,,1,,,,,,0,,0,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1,0,66,35,23,1,1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,0,0,-1,-1,-1,-1,1,-1,1,0,1,1,1,1,1,-1,0,0,-1,1,0,1,1,1,1,1,-1,1,-1,1,1,,,,1,,,,1,-1,,,,,,1,,,1,1,1,,,,,,,,-1,,1,,,1,0,,1,-1,1,,1,-1,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1,0,66,26,14,-1,1,-1,-1,-1,1,-1,1,1,1,-1,0,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,-1,0,0,1,1,,,,0,,,,1,-1,,,,,,0,,,1,1,1,,,,,,,,-1,,1,,,0,1,,1,-1,0,,1,1,0,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
